from,to,distance
0.0,297.0,2796.2
0.0,298.0,2786.4
0.0,299.0,4827.799999999999
0.0,300.0,12752.400000000003
0.0,302.0,3071.0
0.0,304.0,12274.000000000002
0.0,306.0,7795.200000000001
1.0,0.0,9411.299999999997
1.0,3.0,3118.2000000000003
1.0,4.0,3848.1000000000004
1.0,5.0,12162.4
1.0,8.0,3886.5
1.0,9.0,13356.799999999997
1.0,10.0,13176.899999999998
1.0,11.0,3117.3
1.0,13.0,2524.5
1.0,15.0,4238.6
1.0,18.0,9136.199999999999
1.0,19.0,1619.6
1.0,22.0,14475.699999999997
1.0,23.0,14155.899999999998
1.0,25.0,4091.8999999999996
1.0,26.0,2183.0
1.0,27.0,612.3
1.0,28.0,8360.8
1.0,30.0,993.1999999999999
1.0,31.0,612.1
1.0,32.0,13583.599999999999
1.0,33.0,4133.099999999999
1.0,34.0,3094.4
1.0,35.0,2632.2
1.0,36.0,2596.2
1.0,37.0,13780.199999999997
1.0,38.0,3658.2000000000003
1.0,39.0,994.0
1.0,42.0,10228.8
1.0,43.0,9558.8
1.0,46.0,448.5
1.0,47.0,2454.4
1.0,49.0,14923.199999999997
1.0,50.0,2471.0
1.0,51.0,2503.8999999999996
1.0,52.0,13411.899999999998
1.0,54.0,2412.5
1.0,55.0,7107.899999999999
1.0,56.0,10981.5
1.0,57.0,8033.0999999999985
1.0,58.0,9864.199999999999
1.0,59.0,3355.1
1.0,60.0,4052.3
1.0,61.0,1123.2
1.0,62.0,8703.299999999997
1.0,64.0,3756.8999999999996
1.0,65.0,3243.2000000000003
1.0,66.0,3633.4
1.0,67.0,634.3
1.0,68.0,8236.699999999999
1.0,69.0,655.9
1.0,70.0,314.4
1.0,71.0,11752.199999999999
1.0,72.0,8907.3
1.0,73.0,12515.0
1.0,74.0,14395.999999999998
1.0,75.0,13762.099999999999
1.0,76.0,1518.5
1.0,78.0,3010.8999999999996
1.0,80.0,9296.099999999999
1.0,82.0,1712.1
1.0,84.0,14153.599999999997
1.0,85.0,10204.3
1.0,86.0,3414.3999999999996
1.0,87.0,14757.299999999997
1.0,88.0,12112.4
1.0,91.0,12987.799999999997
1.0,92.0,9013.299999999997
1.0,93.0,15169.399999999998
1.0,94.0,1774.8
1.0,95.0,9387.4
1.0,96.0,10606.9
1.0,97.0,8461.999999999998
1.0,98.0,615.3000000000001
1.0,101.0,14498.899999999996
1.0,102.0,4955.200000000001
1.0,103.0,12828.999999999998
1.0,104.0,11388.499999999998
1.0,108.0,13339.499999999998
1.0,110.0,6948.799999999999
1.0,111.0,3381.3
1.0,113.0,1924.6
1.0,115.0,2185.8999999999996
1.0,116.0,2187.1
1.0,117.0,9984.799999999997
1.0,118.0,10008.5
1.0,119.0,319.9
1.0,120.0,727.5
1.0,121.0,7337.199999999999
1.0,122.0,265.2
1.0,123.0,13438.799999999997
1.0,124.0,1689.6999999999998
1.0,125.0,2308.5
1.0,126.0,5250.099999999999
1.0,127.0,11339.000000000002
1.0,128.0,4246.499999999999
1.0,131.0,4918.899999999999
1.0,132.0,5722.699999999999
1.0,133.0,6085.899999999999
1.0,135.0,2032.6999999999998
1.0,137.0,13086.099999999997
1.0,140.0,6723.099999999999
1.0,141.0,6784.299999999999
1.0,142.0,3366.6
1.0,143.0,6415.699999999999
1.0,146.0,11252.599999999999
1.0,148.0,8525.3
1.0,150.0,8866.4
1.0,152.0,9220.9
1.0,154.0,11815.199999999999
1.0,155.0,6354.200000000001
1.0,156.0,6368.799999999999
1.0,157.0,6000.800000000001
1.0,158.0,5669.100000000001
1.0,159.0,3378.4999999999995
1.0,160.0,2943.9999999999995
1.0,161.0,2734.6
1.0,162.0,2031.6999999999998
1.0,163.0,1485.1000000000001
1.0,164.0,221.0
1.0,165.0,14090.899999999998
1.0,166.0,13032.599999999999
1.0,167.0,12613.4
1.0,168.0,12637.499999999998
1.0,169.0,10916.800000000001
1.0,170.0,10757.899999999998
1.0,171.0,14159.3
1.0,173.0,10357.199999999997
1.0,174.0,2680.3999999999996
1.0,175.0,2817.3999999999996
1.0,176.0,3025.2999999999997
1.0,177.0,3177.9999999999995
1.0,178.0,3784.7999999999997
1.0,179.0,3804.7999999999993
1.0,180.0,9348.099999999997
1.0,181.0,4466.099999999999
1.0,182.0,4759.4
1.0,183.0,5029.9
1.0,184.0,5361.299999999999
1.0,185.0,5736.699999999999
1.0,186.0,5971.9
1.0,187.0,6381.9
1.0,188.0,6402.699999999999
1.0,189.0,7852.199999999999
1.0,190.0,7809.899999999999
1.0,191.0,8164.5999999999985
1.0,192.0,8130.5999999999985
1.0,193.0,8486.899999999998
1.0,194.0,8489.499999999998
1.0,195.0,8758.599999999999
1.0,196.0,8789.999999999998
1.0,197.0,9071.899999999998
1.0,198.0,9054.799999999997
1.0,199.0,9381.199999999997
1.0,200.0,9698.899999999998
1.0,201.0,15856.999999999995
1.0,203.0,10367.199999999999
1.0,207.0,10457.2
1.0,208.0,11781.499999999998
1.0,209.0,11772.199999999999
1.0,210.0,16487.999999999993
1.0,211.0,16131.899999999994
1.0,212.0,14264.599999999999
1.0,213.0,3494.0999999999995
1.0,214.0,1083.4
1.0,215.0,1090.8
1.0,216.0,802.1
1.0,217.0,802.5
1.0,218.0,1161.9
1.0,219.0,1162.1
1.0,220.0,15467.499999999995
1.0,221.0,14893.199999999995
1.0,223.0,6725.199999999999
1.0,224.0,4684.6
1.0,225.0,4132.8
1.0,226.0,14059.8
1.0,227.0,14039.1
1.0,229.0,4164.0
1.0,230.0,2807.4
1.0,231.0,2804.8
1.0,232.0,4157.8
1.0,234.0,1355.3
1.0,235.0,1894.8000000000002
1.0,236.0,1116.9
1.0,238.0,1943.1
1.0,239.0,13714.899999999998
1.0,240.0,12905.499999999998
1.0,241.0,13743.499999999998
1.0,242.0,8346.3
1.0,243.0,8345.999999999998
1.0,246.0,3535.8
1.0,247.0,3008.0
1.0,248.0,4444.799999999999
1.0,249.0,3617.8
1.0,250.0,656.8
1.0,251.0,10345.2
1.0,252.0,275.9
1.0,253.0,1303.8
1.0,254.0,6069.199999999999
1.0,255.0,1623.1999999999998
1.0,256.0,1149.5
1.0,259.0,13189.699999999999
1.0,260.0,13530.3
1.0,261.0,13824.4
1.0,262.0,16861.399999999994
1.0,263.0,11422.3
1.0,264.0,1778.5
1.0,265.0,2112.6
1.0,266.0,1707.3
1.0,267.0,4485.5
1.0,268.0,12485.199999999999
1.0,269.0,6161.199999999999
1.0,270.0,13935.899999999998
1.0,271.0,8487.8
1.0,274.0,2460.3999999999996
1.0,278.0,7086.699999999999
1.0,279.0,7046.499999999999
1.0,280.0,7431.299999999999
1.0,281.0,5624.2
1.0,282.0,5984.4
1.0,283.0,5232.0
1.0,285.0,4587.400000000001
1.0,286.0,5285.300000000001
1.0,287.0,4110.0
1.0,288.0,4855.2
1.0,289.0,7480.399999999999
1.0,290.0,6523.199999999999
1.0,293.0,7990.4
1.0,296.0,5617.7
1.0,297.0,12207.499999999998
1.0,298.0,12197.699999999999
1.0,299.0,7664.299999999999
1.0,300.0,3488.6
1.0,302.0,12482.299999999997
1.0,304.0,3010.2
1.0,306.0,17206.499999999993
2.0,12.0,2674.4
2.0,16.0,5287.2
2.0,17.0,4145.0
2.0,29.0,3116.7
2.0,40.0,5616.0
2.0,41.0,3052.7000000000003
2.0,45.0,2270.1
2.0,53.0,1880.2
2.0,63.0,4569.4
2.0,77.0,4711.5
2.0,79.0,1553.9
2.0,81.0,318.6
2.0,90.0,572.5
2.0,99.0,1631.9
2.0,105.0,5971.1
2.0,106.0,3784.4
2.0,109.0,4327.7
2.0,147.0,3603.2999999999997
2.0,149.0,6157.4
2.0,151.0,6535.099999999999
2.0,153.0,6865.799999999999
2.0,202.0,4959.0
2.0,204.0,1341.7
2.0,222.0,2824.0
2.0,258.0,4510.9
2.0,272.0,3417.7000000000003
2.0,276.0,4083.8999999999996
2.0,291.0,5414.9
2.0,292.0,3974.2999999999997
2.0,294.0,5073.7
2.0,295.0,5749.2
3.0,0.0,12383.1
3.0,1.0,3118.2
3.0,4.0,1353.7
3.0,5.0,15134.200000000003
3.0,8.0,3501.1000000000004
3.0,9.0,16328.6
3.0,10.0,16148.7
3.0,11.0,622.9
3.0,13.0,5318.7
3.0,15.0,3853.2000000000003
3.0,18.0,12108.000000000002
3.0,19.0,1498.6000000000001
3.0,22.0,17447.5
3.0,23.0,17127.7
3.0,25.0,7056.5
3.0,26.0,4977.2
3.0,27.0,3406.5
3.0,28.0,11332.600000000002
3.0,30.0,3957.8
3.0,31.0,3406.2999999999997
3.0,32.0,16555.4
3.0,33.0,7104.9000000000015
3.0,34.0,2709.0000000000005
3.0,35.0,997.4
3.0,36.0,917.4
3.0,37.0,16752.0
3.0,38.0,1162.7
3.0,39.0,3965.8
3.0,42.0,13200.600000000002
3.0,43.0,12530.600000000002
3.0,46.0,3242.7
3.0,47.0,664.9
3.0,49.0,17895.0
3.0,50.0,5265.2
3.0,51.0,2210.5
3.0,52.0,16383.7
3.0,54.0,705.7
3.0,55.0,10079.7
3.0,56.0,13953.300000000003
3.0,57.0,11004.900000000001
3.0,58.0,12836.000000000002
3.0,59.0,771.6
3.0,60.0,1556.8000000000002
3.0,61.0,1995.0
3.0,62.0,11675.1
3.0,64.0,3463.5
3.0,65.0,747.7
3.0,66.0,1142.0
3.0,67.0,3598.9
3.0,68.0,11208.500000000002
3.0,69.0,3627.7000000000003
3.0,70.0,3167.5000000000005
3.0,71.0,14724.000000000002
3.0,72.0,11879.100000000002
3.0,73.0,15486.800000000003
3.0,74.0,17367.800000000003
3.0,75.0,16733.9
3.0,76.0,4312.7
3.0,78.0,1332.1
3.0,80.0,12267.900000000001
3.0,82.0,4683.900000000001
3.0,84.0,17125.4
3.0,85.0,13176.100000000002
3.0,86.0,2312.2
3.0,87.0,17729.100000000002
3.0,88.0,15084.200000000003
3.0,91.0,15959.6
3.0,92.0,11985.1
3.0,93.0,18141.2
3.0,94.0,4569.0
3.0,95.0,12359.200000000003
3.0,96.0,13578.700000000003
3.0,97.0,11433.800000000001
3.0,98.0,3409.4999999999995
3.0,101.0,17470.7
3.0,102.0,4569.8
3.0,103.0,15800.800000000001
3.0,104.0,14360.300000000001
3.0,108.0,16311.300000000001
3.0,110.0,9920.6
3.0,111.0,2142.1000000000004
3.0,113.0,4889.2
3.0,115.0,1083.7
3.0,116.0,947.9000000000001
3.0,117.0,12956.6
3.0,118.0,12980.300000000003
3.0,119.0,2798.2999999999997
3.0,120.0,2390.7
3.0,121.0,10309.0
3.0,122.0,2854.1000000000004
3.0,123.0,16410.6
3.0,124.0,4654.3
3.0,125.0,1923.1000000000001
3.0,126.0,8214.7
3.0,127.0,14310.800000000005
3.0,128.0,7218.300000000001
3.0,131.0,7890.700000000001
3.0,132.0,8694.5
3.0,133.0,9057.7
3.0,135.0,1085.5
3.0,137.0,16057.9
3.0,140.0,9687.700000000003
3.0,141.0,9756.100000000002
3.0,142.0,6331.2
3.0,143.0,9387.5
3.0,146.0,14224.400000000001
3.0,148.0,11497.1
3.0,150.0,11838.2
3.0,152.0,12192.7
3.0,154.0,14787.000000000002
3.0,155.0,5968.8
3.0,156.0,6075.4
3.0,157.0,5615.400000000001
3.0,158.0,5283.700000000001
3.0,159.0,3085.1
3.0,160.0,2650.6
3.0,161.0,2349.2000000000003
3.0,162.0,1738.3000000000002
3.0,163.0,1634.2000000000003
3.0,164.0,3185.6
3.0,165.0,17062.700000000004
3.0,166.0,16004.400000000001
3.0,167.0,15585.200000000003
3.0,168.0,15609.300000000001
3.0,169.0,13888.600000000004
3.0,170.0,13729.7
3.0,171.0,17131.100000000002
3.0,173.0,13329.0
3.0,174.0,5645.0
3.0,175.0,5789.200000000001
3.0,176.0,5989.9
3.0,177.0,6149.800000000001
3.0,178.0,6749.4
3.0,179.0,6776.600000000001
3.0,180.0,12319.900000000001
3.0,181.0,7437.9000000000015
3.0,182.0,7724.0
3.0,183.0,8001.700000000002
3.0,184.0,8333.100000000002
3.0,185.0,8708.500000000002
3.0,186.0,8936.500000000002
3.0,187.0,9346.500000000002
3.0,188.0,9374.500000000002
3.0,189.0,10816.800000000001
3.0,190.0,10781.700000000003
3.0,191.0,11129.2
3.0,192.0,11102.400000000003
3.0,193.0,11451.5
3.0,194.0,11461.300000000003
3.0,195.0,11723.2
3.0,196.0,11761.800000000003
3.0,197.0,12036.5
3.0,198.0,12026.600000000002
3.0,199.0,12345.8
3.0,200.0,12663.5
3.0,201.0,18828.8
3.0,203.0,13339.000000000002
3.0,207.0,13429.000000000004
3.0,208.0,14753.300000000001
3.0,209.0,14744.000000000002
3.0,210.0,19459.8
3.0,211.0,19103.7
3.0,212.0,17236.4
3.0,213.0,6465.9000000000015
3.0,214.0,3877.6
3.0,215.0,3884.9999999999995
3.0,216.0,3596.2999999999997
3.0,217.0,3596.7
3.0,218.0,3956.1
3.0,219.0,3956.2999999999997
3.0,220.0,18439.3
3.0,221.0,17865.0
3.0,223.0,9697.0
3.0,224.0,2190.2
3.0,225.0,1549.3
3.0,226.0,17031.600000000002
3.0,227.0,17010.9
3.0,229.0,1669.6
3.0,230.0,311.9
3.0,231.0,313.4
3.0,232.0,1574.3000000000002
3.0,234.0,4327.1
3.0,235.0,1509.4
3.0,236.0,2002.4000000000003
3.0,238.0,4737.3
3.0,239.0,16686.7
3.0,240.0,15877.300000000001
3.0,241.0,16715.300000000003
3.0,242.0,11318.100000000002
3.0,243.0,11317.800000000001
3.0,246.0,1041.4
3.0,247.0,424.5
3.0,248.0,7409.4
3.0,249.0,1034.3
3.0,250.0,2462.5000000000005
3.0,251.0,13317.000000000004
3.0,252.0,3247.7000000000003
3.0,253.0,4268.400000000001
3.0,254.0,9041.000000000002
3.0,255.0,4476.3
3.0,256.0,4267.7
3.0,259.0,16161.500000000002
3.0,260.0,16502.100000000002
3.0,261.0,16796.2
3.0,262.0,19833.2
3.0,263.0,14394.100000000002
3.0,264.0,1340.8000000000002
3.0,265.0,1006.7
3.0,266.0,1410.9
3.0,267.0,4192.1
3.0,268.0,15457.000000000002
3.0,269.0,9133.0
3.0,270.0,16907.7
3.0,271.0,11459.600000000002
3.0,274.0,5432.200000000001
3.0,278.0,10058.500000000002
3.0,279.0,10011.100000000002
3.0,280.0,10395.900000000001
3.0,281.0,5330.8
3.0,282.0,5691.0
3.0,283.0,4938.6
3.0,285.0,4202.0
3.0,286.0,4899.900000000001
3.0,287.0,3816.6
3.0,288.0,4561.8
3.0,289.0,10452.200000000003
3.0,290.0,9495.0
3.0,293.0,10962.2
3.0,296.0,8582.300000000001
3.0,297.0,15179.300000000001
3.0,298.0,15169.500000000002
3.0,299.0,10636.1
3.0,300.0,3103.2000000000003
3.0,302.0,15454.1
3.0,304.0,1375.4
3.0,306.0,20178.3
4.0,0.0,13113.0
4.0,1.0,3848.0999999999995
4.0,3.0,1353.6999999999998
4.0,5.0,15864.100000000002
4.0,8.0,4230.999999999999
4.0,9.0,17058.5
4.0,10.0,16878.600000000002
4.0,11.0,730.8
4.0,13.0,6048.599999999999
4.0,15.0,4583.099999999999
4.0,18.0,12837.900000000001
4.0,19.0,2228.4999999999995
4.0,22.0,18177.399999999998
4.0,23.0,17857.6
4.0,25.0,7786.399999999999
4.0,26.0,5707.099999999999
4.0,27.0,4136.4
4.0,28.0,12062.500000000002
4.0,30.0,4687.699999999999
4.0,31.0,4136.2
4.0,32.0,17285.300000000003
4.0,33.0,7834.800000000001
4.0,34.0,3438.8999999999996
4.0,35.0,1727.3
4.0,36.0,1647.3
4.0,37.0,17481.9
4.0,38.0,1099.9
4.0,39.0,4695.7
4.0,42.0,13930.500000000002
4.0,43.0,13260.500000000002
4.0,46.0,3972.5999999999995
4.0,47.0,1394.8
4.0,49.0,18624.899999999998
4.0,50.0,5995.1
4.0,51.0,2940.3999999999996
4.0,52.0,17113.6
4.0,54.0,1435.6
4.0,55.0,10809.6
4.0,56.0,14683.200000000003
4.0,57.0,11734.800000000001
4.0,58.0,13565.900000000001
4.0,59.0,658.4000000000001
4.0,60.0,1494.0
4.0,61.0,2724.8999999999996
4.0,62.0,12405.0
4.0,64.0,4193.4
4.0,65.0,684.9000000000001
4.0,66.0,1081.6000000000001
4.0,67.0,4328.799999999999
4.0,68.0,11938.400000000001
4.0,69.0,4357.599999999999
4.0,70.0,3897.3999999999996
4.0,71.0,15453.900000000001
4.0,72.0,12609.000000000002
4.0,73.0,16216.700000000003
4.0,74.0,18097.7
4.0,75.0,17463.8
4.0,76.0,5042.6
4.0,78.0,2062.0
4.0,80.0,12997.800000000001
4.0,82.0,5413.8
4.0,84.0,17855.300000000003
4.0,85.0,13906.000000000002
4.0,86.0,3042.1
4.0,87.0,18459.0
4.0,88.0,15814.100000000002
4.0,91.0,16689.5
4.0,92.0,12715.0
4.0,93.0,18871.1
4.0,94.0,5298.9
4.0,95.0,13089.100000000002
4.0,96.0,14308.600000000002
4.0,97.0,12163.7
4.0,98.0,4139.4
4.0,101.0,18200.600000000002
4.0,102.0,5299.7
4.0,103.0,16530.7
4.0,104.0,15090.2
4.0,108.0,17041.2
4.0,110.0,10650.5
4.0,111.0,2872.0
4.0,113.0,5619.0999999999985
4.0,115.0,1813.6
4.0,116.0,1677.8
4.0,117.0,13686.5
4.0,118.0,13710.200000000003
4.0,119.0,3528.1999999999994
4.0,120.0,3120.5999999999995
4.0,121.0,11038.9
4.0,122.0,3583.9999999999995
4.0,123.0,17140.5
4.0,124.0,5384.199999999999
4.0,125.0,2652.9999999999995
4.0,126.0,8944.599999999999
4.0,127.0,15040.700000000004
4.0,128.0,7948.200000000001
4.0,131.0,8620.6
4.0,132.0,9424.4
4.0,133.0,9787.6
4.0,135.0,1815.3999999999999
4.0,137.0,16787.8
4.0,140.0,10417.6
4.0,141.0,10486.0
4.0,142.0,7061.0999999999985
4.0,143.0,10117.4
4.0,146.0,14954.300000000001
4.0,148.0,12227.0
4.0,150.0,12568.1
4.0,152.0,12922.6
4.0,154.0,15516.900000000001
4.0,155.0,6698.7
4.0,156.0,6805.299999999999
4.0,157.0,6345.3
4.0,158.0,6013.6
4.0,159.0,3814.9999999999995
4.0,160.0,3380.4999999999995
4.0,161.0,3079.0999999999995
4.0,162.0,2468.2
4.0,163.0,2364.1
4.0,164.0,3915.4999999999995
4.0,165.0,17792.600000000002
4.0,166.0,16734.3
4.0,167.0,16315.100000000002
4.0,168.0,16339.2
4.0,169.0,14618.500000000004
4.0,170.0,14459.6
4.0,171.0,17861.0
4.0,173.0,14058.9
4.0,174.0,6374.899999999999
4.0,175.0,6519.1
4.0,176.0,6719.799999999998
4.0,177.0,6879.700000000001
4.0,178.0,7479.299999999998
4.0,179.0,7506.500000000001
4.0,180.0,13049.8
4.0,181.0,8167.800000000001
4.0,182.0,8453.899999999998
4.0,183.0,8731.6
4.0,184.0,9063.0
4.0,185.0,9438.4
4.0,186.0,9666.4
4.0,187.0,10076.4
4.0,188.0,10104.4
4.0,189.0,11546.699999999999
4.0,190.0,11511.6
4.0,191.0,11859.099999999999
4.0,192.0,11832.300000000001
4.0,193.0,12181.399999999998
4.0,194.0,12191.2
4.0,195.0,12453.099999999999
4.0,196.0,12491.7
4.0,197.0,12766.399999999998
4.0,198.0,12756.5
4.0,199.0,13075.699999999997
4.0,200.0,13393.399999999998
4.0,201.0,19558.7
4.0,203.0,14068.900000000001
4.0,207.0,14158.900000000003
4.0,208.0,15483.2
4.0,209.0,15473.900000000001
4.0,210.0,20189.7
4.0,211.0,19833.600000000002
4.0,212.0,17966.300000000003
4.0,213.0,7195.800000000001
4.0,214.0,4607.5
4.0,215.0,4614.9
4.0,216.0,4326.2
4.0,217.0,4326.599999999999
4.0,218.0,4686.0
4.0,219.0,4686.2
4.0,220.0,19169.2
4.0,221.0,18594.9
4.0,223.0,10426.9
4.0,224.0,836.5
4.0,225.0,2130.3
4.0,226.0,17761.5
4.0,227.0,17740.800000000003
4.0,229.0,315.9
4.0,230.0,1041.8
4.0,231.0,1043.3
4.0,232.0,1461.1000000000001
4.0,234.0,5057.0
4.0,235.0,2239.2999999999997
4.0,236.0,2732.2999999999997
4.0,238.0,5467.200000000001
4.0,239.0,17416.6
4.0,240.0,16607.2
4.0,241.0,17445.2
4.0,242.0,12048.000000000002
4.0,243.0,12047.7
4.0,246.0,312.3
4.0,247.0,1005.5000000000001
4.0,248.0,8139.299999999998
4.0,249.0,1615.3000000000002
4.0,250.0,3192.3999999999996
4.0,251.0,14046.900000000003
4.0,252.0,3977.5999999999995
4.0,253.0,4998.299999999999
4.0,254.0,9770.9
4.0,255.0,5206.2
4.0,256.0,4997.599999999999
4.0,259.0,16891.4
4.0,260.0,17232.0
4.0,261.0,17526.1
4.0,262.0,20563.100000000002
4.0,263.0,15124.000000000002
4.0,264.0,2070.7
4.0,265.0,1736.6
4.0,266.0,2140.7999999999997
4.0,267.0,4922.0
4.0,268.0,16186.900000000001
4.0,269.0,9862.9
4.0,270.0,17637.600000000002
4.0,271.0,12189.500000000002
4.0,274.0,6162.1
4.0,278.0,10788.4
4.0,279.0,10741.0
4.0,280.0,11125.8
