from,to,distance
0.0,90.0,2157.9
0.0,91.0,2160.2
0.0,92.0,2111.1
0.0,93.0,2982.9
0.0,94.0,3760.6
0.0,95.0,4032.6
0.0,96.0,4106.3
0.0,97.0,2033.2
0.0,98.0,4081.7
0.0,99.0,3047.9
0.0,100.0,2830.1
0.0,101.0,1652.5
0.0,102.0,1876.4
0.0,103.0,2134.8
0.0,104.0,2710.5
0.0,105.0,3097.4
0.0,106.0,2902.6
0.0,107.0,2832.6
0.0,108.0,2402.0
0.0,109.0,1159.2
0.0,110.0,1882.4
0.0,111.0,2376.9
0.0,112.0,3293.7000000000003
0.0,113.0,3362.7
0.0,114.0,3011.1
0.0,115.0,3621.8
0.0,116.0,3774.6
0.0,117.0,2008.1
0.0,118.0,4271.8
0.0,119.0,4422.0
0.0,120.0,4798.8
0.0,121.0,5050.0
0.0,122.0,5191.900000000001
0.0,123.0,5376.3
0.0,124.0,1954.8
0.0,125.0,1611.0
0.0,126.0,1570.5
0.0,127.0,1238.3
0.0,128.0,2344.6
0.0,129.0,2349.2
0.0,130.0,2805.2000000000003
0.0,131.0,3069.1
0.0,132.0,2168.6
0.0,133.0,2183.7
0.0,134.0,2555.5
0.0,135.0,2571.6
0.0,136.0,2905.7
0.0,137.0,1510.9
0.0,138.0,2926.2999999999997
0.0,139.0,2564.2
0.0,140.0,4664.8
0.0,141.0,5620.6
0.0,142.0,5979.900000000001
0.0,143.0,2410.2999999999997
0.0,144.0,4036.6
0.0,145.0,4021.2000000000003
0.0,146.0,2422.2999999999997
0.0,147.0,2433.0
0.0,148.0,2349.5
0.0,149.0,1182.5
0.0,150.0,4550.299999999999
0.0,151.0,2283.2
0.0,152.0,2210.6
0.0,153.0,2129.6
0.0,154.0,2039.6
0.0,155.0,2184.4999999999995
0.0,156.0,2605.2999999999997
0.0,157.0,1860.6
0.0,158.0,1933.1
0.0,159.0,4862.500000000001
0.0,160.0,1984.4
0.0,161.0,1514.7
0.0,162.0,2325.9
0.0,163.0,1846.6
0.0,164.0,1614.0
0.0,165.0,1362.1
0.0,166.0,2564.1
0.0,167.0,1979.2
0.0,168.0,2151.6
0.0,169.0,2100.0
1.0,0.0,1811.8
1.0,2.0,371.6
1.0,3.0,1373.7
1.0,4.0,709.7
1.0,5.0,1817.2
1.0,6.0,1177.6000000000001
1.0,7.0,2652.8
1.0,8.0,2789.1000000000004
1.0,9.0,2384.1
1.0,10.0,2360.5
1.0,11.0,2534.5
1.0,12.0,2366.9
1.0,13.0,2351.4
1.0,14.0,888.3000000000001
1.0,15.0,2335.8
1.0,16.0,1756.1
1.0,17.0,2138.6
1.0,18.0,1415.0
1.0,19.0,1036.5
1.0,20.0,1457.3
1.0,21.0,1725.0
1.0,22.0,967.6
1.0,23.0,1722.1
1.0,24.0,2023.0
1.0,25.0,2448.6
1.0,26.0,1878.6
1.0,27.0,1537.0
1.0,28.0,2198.5
1.0,29.0,1364.2
1.0,30.0,946.5
1.0,31.0,1994.6
1.0,32.0,1985.3
1.0,33.0,2341.8
1.0,34.0,2469.7
1.0,35.0,1544.2000000000003
1.0,36.0,1504.8000000000002
1.0,37.0,2400.7999999999997
1.0,38.0,1706.7
1.0,39.0,1228.5
1.0,40.0,2036.9
1.0,41.0,2133.4
1.0,42.0,2031.8000000000002
1.0,43.0,2456.0
1.0,44.0,2295.3
1.0,45.0,2558.2000000000003
1.0,46.0,2634.3
1.0,47.0,5337.1
1.0,48.0,4644.900000000001
1.0,49.0,4335.200000000001
1.0,50.0,4444.0
1.0,51.0,4511.6
1.0,52.0,1015.9000000000001
1.0,53.0,4236.2
1.0,54.0,4014.7000000000003
1.0,55.0,3904.1
1.0,56.0,3696.4
1.0,57.0,3398.5
1.0,58.0,2996.8999999999996
1.0,59.0,2691.2
1.0,60.0,2444.5
1.0,61.0,4823.499999999999
1.0,62.0,2008.8
1.0,63.0,5378.499999999999
1.0,64.0,5134.899999999999
1.0,65.0,4964.3
1.0,66.0,3590.7999999999997
1.0,67.0,3291.2999999999997
1.0,68.0,3105.0
1.0,69.0,2762.5
1.0,70.0,2303.0
1.0,71.0,4736.2
1.0,72.0,4666.400000000001
1.0,73.0,4902.700000000001
1.0,74.0,4089.9
1.0,75.0,4126.8
1.0,76.0,1138.7
1.0,77.0,1188.1000000000001
1.0,78.0,2987.7000000000003
1.0,79.0,3613.1000000000004
1.0,80.0,3229.0000000000005
1.0,81.0,3404.3
1.0,82.0,3739.7000000000003
1.0,83.0,3142.8
1.0,84.0,2657.8
1.0,85.0,2418.6
1.0,86.0,3461.5000000000005
1.0,87.0,3470.0
1.0,88.0,3791.0
1.0,89.0,2397.8999999999996
1.0,90.0,2121.9
1.0,91.0,2122.9
1.0,92.0,2074.7
1.0,93.0,2899.1000000000004
1.0,94.0,3798.6000000000004
1.0,95.0,3948.8
1.0,96.0,4071.1000000000004
1.0,97.0,1951.6000000000001
1.0,98.0,4046.5
1.0,99.0,3012.7000000000003
1.0,100.0,2794.9
1.0,101.0,1570.9
1.0,102.0,1647.5
1.0,103.0,2098.4
1.0,104.0,2630.0
1.0,105.0,3016.9
1.0,106.0,2818.8
1.0,107.0,2870.6000000000004
1.0,108.0,2392.3
1.0,109.0,1103.1
1.0,110.0,1826.3
1.0,111.0,2341.7
1.0,112.0,3258.5000000000005
1.0,113.0,3327.5
1.0,114.0,2975.9
1.0,115.0,3586.6000000000004
1.0,116.0,3739.4
1.0,117.0,1972.9
1.0,118.0,4236.6
1.0,119.0,4386.8
1.0,120.0,4763.6
1.0,121.0,5014.8
1.0,122.0,5156.700000000001
1.0,123.0,5341.1
1.0,124.0,1919.6000000000001
1.0,125.0,1575.8000000000002
1.0,126.0,1535.3000000000002
1.0,127.0,1203.1000000000001
1.0,128.0,2288.5
1.0,129.0,2293.1
1.0,130.0,2758.6
1.0,131.0,2985.3
1.0,132.0,2132.6
1.0,133.0,2146.4
1.0,134.0,2519.5
1.0,135.0,2534.3
1.0,136.0,2869.7
1.0,137.0,1282.0
1.0,138.0,2889.0
1.0,139.0,2529.0
1.0,140.0,4629.6
1.0,141.0,5585.400000000001
1.0,142.0,5944.700000000001
1.0,143.0,2354.2
1.0,144.0,4001.4
1.0,145.0,3986.0000000000005
1.0,146.0,2347.9
1.0,147.0,2352.6
1.0,148.0,2267.9
1.0,149.0,1147.3000000000002
1.0,150.0,4515.099999999999
1.0,151.0,2199.4
1.0,152.0,2248.6000000000004
1.0,153.0,2073.5
1.0,154.0,1983.5
1.0,155.0,2149.2999999999997
1.0,156.0,2549.2
1.0,157.0,1898.6000000000004
1.0,158.0,1849.3000000000002
1.0,159.0,4827.3
1.0,160.0,1928.3
1.0,161.0,1458.6
1.0,162.0,2313.0
1.0,163.0,1809.3
1.0,164.0,1578.8
1.0,165.0,1325.7
1.0,166.0,2335.2
1.0,167.0,1944.0
1.0,168.0,2116.4
1.0,169.0,2064.8
2.0,0.0,1440.2
2.0,1.0,371.6
2.0,3.0,1002.1000000000001
2.0,4.0,338.1
2.0,5.0,1445.6000000000001
2.0,6.0,806.0
2.0,7.0,2281.2000000000003
2.0,8.0,2417.5
2.0,9.0,2012.5
2.0,10.0,1988.9
2.0,11.0,2162.9
2.0,12.0,1995.3000000000002
2.0,13.0,1979.8000000000002
2.0,14.0,516.7
2.0,15.0,1964.2000000000003
2.0,16.0,1384.5
2.0,17.0,1767.0
2.0,18.0,1043.4
2.0,19.0,664.9000000000001
2.0,20.0,1085.7
2.0,21.0,1353.4
2.0,22.0,596.0
2.0,23.0,1350.5
2.0,24.0,1651.4
2.0,25.0,2077.0
2.0,26.0,1507.0
2.0,27.0,1165.4
2.0,28.0,1826.9
2.0,29.0,992.6000000000001
2.0,30.0,574.9000000000001
2.0,31.0,1623.0
2.0,32.0,1613.7
2.0,33.0,1970.2
2.0,34.0,2098.1
2.0,35.0,1172.6
2.0,36.0,1133.2
2.0,37.0,2029.2000000000003
2.0,38.0,1335.1000000000001
2.0,39.0,856.9000000000001
2.0,40.0,1665.3000000000002
2.0,41.0,1761.8000000000002
2.0,42.0,1660.2000000000003
2.0,43.0,2084.4
2.0,44.0,1923.7
2.0,45.0,2186.6000000000004
2.0,46.0,2262.7
2.0,47.0,4965.5
2.0,48.0,4273.3
2.0,49.0,3963.6000000000004
2.0,50.0,4072.4
2.0,51.0,4140.0
2.0,52.0,644.3000000000001
2.0,53.0,3864.6
2.0,54.0,3643.1000000000004
2.0,55.0,3532.5
2.0,56.0,3324.8
2.0,57.0,3026.9
2.0,58.0,2625.2999999999997
2.0,59.0,2319.6
2.0,60.0,2072.9
2.0,61.0,4451.9
2.0,62.0,1637.2
2.0,63.0,5006.9
2.0,64.0,4763.299999999999
2.0,65.0,4592.7
2.0,66.0,3219.2
2.0,67.0,2919.7
2.0,68.0,2733.4
2.0,69.0,2390.9
2.0,70.0,1931.4
2.0,71.0,4364.6
2.0,72.0,4294.8
2.0,73.0,4531.1
2.0,74.0,3718.3
2.0,75.0,3755.2000000000003
2.0,76.0,767.1
2.0,77.0,816.5
2.0,78.0,2616.1
2.0,79.0,3241.5000000000005
2.0,80.0,2857.4000000000005
2.0,81.0,3032.7000000000003
2.0,82.0,3368.1000000000004
2.0,83.0,2771.2000000000003
2.0,84.0,2286.2000000000003
2.0,85.0,2047.0
2.0,86.0,3089.9
2.0,87.0,3098.4
2.0,88.0,3419.4
2.0,89.0,2026.3000000000002
2.0,90.0,1750.3000000000002
2.0,91.0,1751.3000000000002
2.0,92.0,1703.1000000000001
2.0,93.0,2527.5000000000005
2.0,94.0,3427.0
2.0,95.0,3577.2000000000003
2.0,96.0,3699.5
2.0,97.0,1580.0000000000002
2.0,98.0,3674.9
2.0,99.0,2641.1000000000004
2.0,100.0,2423.3
2.0,101.0,1199.3000000000002
2.0,102.0,1275.9
2.0,103.0,1726.8
2.0,104.0,2258.4
2.0,105.0,2645.3
2.0,106.0,2447.2000000000003
2.0,107.0,2499.0
2.0,108.0,2020.7000000000003
2.0,109.0,731.5
2.0,110.0,1454.7
2.0,111.0,1970.1
2.0,112.0,2886.9
2.0,113.0,2955.9
2.0,114.0,2604.3
2.0,115.0,3215.0
2.0,116.0,3367.8
2.0,117.0,1601.3000000000002
2.0,118.0,3865.0
2.0,119.0,4015.2000000000003
2.0,120.0,4392.0
2.0,121.0,4643.2
2.0,122.0,4785.1
2.0,123.0,4969.5
2.0,124.0,1548.0
2.0,125.0,1204.2
2.0,126.0,1163.7
2.0,127.0,831.5
2.0,128.0,1916.9
2.0,129.0,1921.5
2.0,130.0,2387.0000000000005
2.0,131.0,2613.7000000000003
2.0,132.0,1761.0
2.0,133.0,1774.8000000000002
2.0,134.0,2147.9
2.0,135.0,2162.7000000000003
2.0,136.0,2498.1
2.0,137.0,910.4000000000001
2.0,138.0,2517.4
2.0,139.0,2157.4
2.0,140.0,4258.0
2.0,141.0,5213.8
2.0,142.0,5573.1
2.0,143.0,1982.6000000000001
2.0,144.0,3629.8
2.0,145.0,3614.4
2.0,146.0,1976.3000000000002
2.0,147.0,1981.0000000000002
2.0,148.0,1896.3000000000002
2.0,149.0,775.7
2.0,150.0,4143.5
2.0,151.0,1827.8000000000002
2.0,152.0,1877.0
2.0,153.0,1701.9
2.0,154.0,1611.9
2.0,155.0,1777.7
2.0,156.0,2177.6
2.0,157.0,1527.0
2.0,158.0,1477.7
2.0,159.0,4455.7
2.0,160.0,1556.7
2.0,161.0,1087.0
2.0,162.0,1941.4
2.0,163.0,1437.7
2.0,164.0,1207.2
2.0,165.0,954.1000000000001
2.0,166.0,1963.6000000000001
2.0,167.0,1572.4
2.0,168.0,1744.8000000000002
2.0,169.0,1693.2
3.0,0.0,438.09999999999997
3.0,1.0,1373.7
3.0,2.0,1002.1
3.0,4.0,664.0
3.0,5.0,1435.2
3.0,6.0,774.7
3.0,7.0,2249.9
3.0,8.0,2386.2
3.0,9.0,2002.1
3.0,10.0,1978.5
3.0,11.0,2131.6000000000004
3.0,12.0,1964.0
3.0,13.0,1948.5
3.0,14.0,485.4
3.0,15.0,1907.5
3.0,16.0,382.4
3.0,17.0,1756.6
3.0,18.0,1033.0
3.0,19.0,836.7
3.0,20.0,1056.5
3.0,21.0,1322.8999999999999
3.0,22.0,585.6
3.0,23.0,1320.4
3.0,24.0,1813.8
3.0,25.0,2046.9
3.0,26.0,1475.6999999999998
3.0,27.0,1134.1
3.0,28.0,1795.6000000000001
3.0,29.0,962.0999999999999
3.0,30.0,544.4
3.0,31.0,1591.6999999999998
3.0,32.0,1582.3999999999999
3.0,33.0,1938.8999999999999
3.0,34.0,2066.7999999999997
3.0,35.0,1068.1
3.0,36.0,1150.5
3.0,37.0,2009.3
3.0,38.0,1305.0
3.0,39.0,825.5999999999999
3.0,40.0,1634.0
3.0,41.0,1730.5
3.0,42.0,1628.9
3.0,43.0,2053.1
3.0,44.0,1892.4
3.0,45.0,2203.9
3.0,46.0,2158.2
3.0,47.0,4955.1
3.0,48.0,4262.900000000001
3.0,49.0,3953.2000000000003
3.0,50.0,4041.1
3.0,51.0,4108.7
3.0,52.0,357.8
3.0,53.0,3833.2999999999997
3.0,54.0,3632.7000000000003
3.0,55.0,3501.2
3.0,56.0,3314.4
3.0,57.0,3016.5
3.0,58.0,2593.9999999999995
3.0,59.0,2288.2999999999997
3.0,60.0,2062.5
3.0,61.0,4420.599999999999
3.0,62.0,1605.8999999999999
3.0,63.0,4975.599999999999
3.0,64.0,4731.999999999999
3.0,65.0,4582.3
3.0,66.0,3187.8999999999996
3.0,67.0,2888.3999999999996
3.0,68.0,2723.0
3.0,69.0,2380.5
3.0,70.0,1900.1
3.0,71.0,4333.3
3.0,72.0,4284.400000000001
3.0,73.0,4499.8
3.0,74.0,3687.0
3.0,75.0,3723.9
3.0,76.0,784.4
3.0,77.0,712.0
3.0,78.0,2511.6
3.0,79.0,3258.8
3.0,80.0,2874.7000000000003
3.0,81.0,3001.4
3.0,82.0,3336.8
3.0,83.0,2739.9
3.0,84.0,2254.9
3.0,85.0,2016.9
3.0,86.0,2985.4
3.0,87.0,3067.1
3.0,88.0,3388.1
3.0,89.0,1996.2
3.0,90.0,1719.7999999999997
3.0,91.0,1722.1
3.0,92.0,1673.0
3.0,93.0,2544.8
3.0,94.0,3322.5
3.0,95.0,3594.5
3.0,96.0,3668.2
3.0,97.0,1595.1
3.0,98.0,3643.6
3.0,99.0,2609.8
3.0,100.0,2392.0
3.0,101.0,1214.3999999999999
3.0,102.0,1438.3
3.0,103.0,1696.7
3.0,104.0,2272.4
3.0,105.0,2659.3
3.0,106.0,2464.5
3.0,107.0,2394.5
3.0,108.0,1963.9
3.0,109.0,721.1
3.0,110.0,1444.3
3.0,111.0,1938.7999999999997
3.0,112.0,2855.6
3.0,113.0,2924.6
3.0,114.0,2573.0
3.0,115.0,3183.7
3.0,116.0,3336.5
3.0,117.0,1570.0
3.0,118.0,3833.7
3.0,119.0,3983.9
3.0,120.0,4360.7
3.0,121.0,4611.9
3.0,122.0,4753.8
3.0,123.0,4938.2
3.0,124.0,1516.7
3.0,125.0,1172.9
3.0,126.0,1132.4
3.0,127.0,800.2
3.0,128.0,1906.5
3.0,129.0,1911.1
3.0,130.0,2367.1
3.0,131.0,2631.0
3.0,132.0,1730.5
3.0,133.0,1745.6
3.0,134.0,2117.4
3.0,135.0,2133.5
3.0,136.0,2467.6
3.0,137.0,1072.8
3.0,138.0,2488.2
3.0,139.0,2126.1
3.0,140.0,4226.7
3.0,141.0,5182.5
3.0,142.0,5541.8
3.0,143.0,1972.2
3.0,144.0,3598.5
3.0,145.0,3583.1
3.0,146.0,1984.2
3.0,147.0,1994.9
3.0,148.0,1911.3999999999999
3.0,149.0,744.4
3.0,150.0,4112.2
3.0,151.0,1845.1
3.0,152.0,1772.5
3.0,153.0,1691.5
3.0,154.0,1601.5
3.0,155.0,1746.3999999999999
3.0,156.0,2167.2
3.0,157.0,1422.5
3.0,158.0,1495.0
3.0,159.0,4424.4
3.0,160.0,1546.3
3.0,161.0,1076.6
3.0,162.0,1887.8
3.0,163.0,1408.5
3.0,164.0,1175.8999999999999
3.0,165.0,924.0
3.0,166.0,2126.0
3.0,167.0,1541.1
3.0,168.0,1713.5
3.0,169.0,1661.9
4.0,0.0,1102.1000000000001
4.0,1.0,709.7
4.0,2.0,338.1
4.0,3.0,664.0
4.0,5.0,1107.5
4.0,6.0,467.9
4.0,7.0,1943.1
4.0,8.0,2079.3999999999996
4.0,9.0,1674.4
4.0,10.0,1650.8
4.0,11.0,1824.8000000000002
4.0,12.0,1657.1999999999998
4.0,13.0,1641.6999999999998
4.0,14.0,178.6
4.0,15.0,1626.1
4.0,16.0,1046.4
4.0,17.0,1428.9
4.0,18.0,705.3
4.0,19.0,326.8
4.0,20.0,747.6
4.0,21.0,1015.3
4.0,22.0,257.9
4.0,23.0,1012.4
4.0,24.0,1313.3
4.0,25.0,1738.9
4.0,26.0,1168.9
4.0,27.0,827.3
4.0,28.0,1488.8000000000002
4.0,29.0,654.5
4.0,30.0,236.8
4.0,31.0,1284.9
4.0,32.0,1275.6000000000001
4.0,33.0,1632.1000000000001
4.0,34.0,1760.0
4.0,35.0,834.5
4.0,36.0,795.1
4.0,37.0,1691.1000000000001
4.0,38.0,997.0
4.0,39.0,518.8
4.0,40.0,1327.1999999999998
4.0,41.0,1423.6999999999998
4.0,42.0,1322.1
4.0,43.0,1746.2999999999997
4.0,44.0,1585.6000000000001
4.0,45.0,1848.4999999999998
4.0,46.0,1924.6000000000001
4.0,47.0,4627.400000000001
4.0,48.0,3935.2000000000003
4.0,49.0,3625.5000000000005
4.0,50.0,3734.2999999999997
4.0,51.0,3801.9
4.0,52.0,306.2
4.0,53.0,3526.5
4.0,54.0,3305.0000000000005
4.0,55.0,3194.4
4.0,56.0,2986.7000000000003
4.0,57.0,2688.8
4.0,58.0,2287.2
4.0,59.0,1981.5
4.0,60.0,1734.8000000000002
4.0,61.0,4113.8
4.0,62.0,1299.1
4.0,63.0,4668.8
4.0,64.0,4425.2
4.0,65.0,4254.6
4.0,66.0,2881.1
4.0,67.0,2581.6
4.0,68.0,2395.3
4.0,69.0,2052.8
4.0,70.0,1593.3
4.0,71.0,4026.5
4.0,72.0,3956.7000000000003
4.0,73.0,4193.0
4.0,74.0,3380.2
4.0,75.0,3417.1
4.0,76.0,429.0
4.0,77.0,478.4
4.0,78.0,2278.0
4.0,79.0,2903.3999999999996
4.0,80.0,2519.2999999999997
4.0,81.0,2694.6
4.0,82.0,3030.0
4.0,83.0,2433.1
4.0,84.0,1948.1
4.0,85.0,1708.9
4.0,86.0,2751.8
4.0,87.0,2760.2999999999997
4.0,88.0,3081.2999999999997
4.0,89.0,1688.2
4.0,90.0,1412.1999999999998
4.0,91.0,1413.1999999999998
4.0,92.0,1365.0
4.0,93.0,2189.3999999999996
4.0,94.0,3088.9
4.0,95.0,3239.0999999999995
4.0,96.0,3361.3999999999996
4.0,97.0,1241.9
4.0,98.0,3336.7999999999997
4.0,99.0,2303.0
4.0,100.0,2085.2
4.0,101.0,861.2
4.0,102.0,937.8
4.0,103.0,1388.7
4.0,104.0,1920.3000000000002
4.0,105.0,2307.2000000000003
4.0,106.0,2109.1
4.0,107.0,2160.9
4.0,108.0,1682.6
4.0,109.0,393.4
4.0,110.0,1116.6
4.0,111.0,1632.0
4.0,112.0,2548.7999999999997
4.0,113.0,2617.7999999999997
4.0,114.0,2266.2
4.0,115.0,2876.8999999999996
4.0,116.0,3029.7
4.0,117.0,1263.1999999999998
4.0,118.0,3526.8999999999996
4.0,119.0,3677.1
4.0,120.0,4053.9
4.0,121.0,4305.099999999999
4.0,122.0,4447.0
4.0,123.0,4631.4
4.0,124.0,1209.9
4.0,125.0,866.0999999999999
4.0,126.0,825.6
4.0,127.0,493.4
4.0,128.0,1578.8
4.0,129.0,1583.3999999999999
4.0,130.0,2048.9
4.0,131.0,2275.6
4.0,132.0,1422.9
4.0,133.0,1436.6999999999998
4.0,134.0,1809.8000000000002
4.0,135.0,1824.6
4.0,136.0,2160.0
4.0,137.0,572.3
4.0,138.0,2179.2999999999997
4.0,139.0,1819.3000000000002
4.0,140.0,3919.8999999999996
4.0,141.0,4875.7
4.0,142.0,5235.0
4.0,143.0,1644.5
4.0,144.0,3291.7
4.0,145.0,3276.2999999999997
4.0,146.0,1638.2
4.0,147.0,1642.9
4.0,148.0,1558.2
4.0,149.0,437.6
4.0,150.0,3805.4
4.0,151.0,1489.6999999999998
4.0,152.0,1538.9
4.0,153.0,1363.8
4.0,154.0,1273.8
4.0,155.0,1439.6000000000001
4.0,156.0,1839.5
4.0,157.0,1188.9
4.0,158.0,1139.6
4.0,159.0,4117.599999999999
4.0,160.0,1218.6
4.0,161.0,748.9
4.0,162.0,1603.2999999999997
4.0,163.0,1099.6
4.0,164.0,869.0999999999999
4.0,165.0,616.0
4.0,166.0,1625.5
4.0,167.0,1234.3
4.0,168.0,1406.7
4.0,169.0,1355.1000000000001
5.0,0.0,1873.3
5.0,1.0,1817.1999999999998
5.0,2.0,1445.6
5.0,3.0,1435.1999999999998
5.0,4.0,1107.5
5.0,6.0,901.5999999999999
5.0,7.0,2154.6000000000004
5.0,8.0,2299.6000000000004
5.0,9.0,566.9000000000001
5.0,10.0,543.3
5.0,11.0,1053.4
5.0,12.0,1245.0
5.0,13.0,1849.3000000000002
5.0,14.0,1142.2
5.0,15.0,2260.4
5.0,16.0,1817.6
5.0,17.0,321.4
5.0,18.0,402.2
5.0,19.0,1434.3
5.0,20.0,1739.1999999999998
5.0,21.0,2005.6
5.0,22.0,849.5999999999999
5.0,23.0,2003.1
5.0,24.0,2420.8
5.0,25.0,2729.6
5.0,26.0,1455.7
5.0,27.0,1261.0
5.0,28.0,1389.4
5.0,29.0,1644.8
5.0,30.0,1227.1
5.0,31.0,1445.0
5.0,32.0,1417.6
5.0,33.0,1061.1
5.0,34.0,864.6
5.0,35.0,1559.5
5.0,36.0,1807.3000000000002
5.0,37.0,2660.2999999999997
5.0,38.0,1987.6999999999998
5.0,39.0,1047.0
5.0,40.0,1619.2
5.0,41.0,1647.1000000000001
5.0,42.0,1580.1
5.0,43.0,1969.7000000000003
5.0,44.0,1920.9
5.0,45.0,2482.8
5.0,46.0,2424.7
5.0,47.0,3519.9
5.0,48.0,2827.7
5.0,49.0,2518.0
5.0,50.0,3575.4
5.0,51.0,3804.1000000000004
5.0,52.0,1077.3999999999999
5.0,53.0,2623.7000000000003
5.0,54.0,2197.5
5.0,55.0,2291.6000000000004
5.0,56.0,1879.1999999999998
5.0,57.0,1581.3
5.0,58.0,1384.4
5.0,59.0,1078.7
5.0,60.0,627.3
5.0,61.0,3211.0000000000005
5.0,62.0,396.3
5.0,63.0,3766.0000000000005
5.0,64.0,3522.4000000000005
5.0,65.0,3147.1
5.0,66.0,1978.3000000000002
5.0,67.0,1678.8000000000002
5.0,68.0,1287.8
5.0,69.0,945.3
5.0,70.0,690.5
5.0,71.0,3123.7000000000003
5.0,72.0,2849.2
5.0,73.0,3413.0000000000005
5.0,74.0,3587.8
5.0,75.0,3640.5000000000005
5.0,76.0,1441.2
5.0,77.0,1203.3999999999999
5.0,78.0,2778.1
5.0,79.0,3537.7000000000003
5.0,80.0,3153.6000000000004
5.0,81.0,2902.2000000000003
5.0,82.0,3237.6000000000004
5.0,83.0,2656.5000000000005
5.0,84.0,2155.7000000000003
5.0,85.0,2699.6
5.0,86.0,3251.9
5.0,87.0,2983.7000000000003
5.0,88.0,3304.7000000000003
5.0,89.0,2678.8999999999996
5.0,90.0,2402.5
5.0,91.0,2404.7999999999997
5.0,92.0,2355.7
5.0,93.0,2823.7000000000003
5.0,94.0,3589.0
5.0,95.0,3869.2000000000003
5.0,96.0,3581.6000000000004
5.0,97.0,2277.7999999999997
5.0,98.0,3548.3
5.0,99.0,2510.6000000000004
5.0,100.0,2308.6000000000004
5.0,101.0,1897.1
5.0,102.0,2045.3
5.0,103.0,2379.4
5.0,104.0,2692.8
5.0,105.0,3015.6
5.0,106.0,2743.4
5.0,107.0,2661.0
5.0,108.0,2316.9
5.0,109.0,841.3
5.0,110.0,1559.4
5.0,111.0,729.2
5.0,112.0,2769.0000000000005
5.0,113.0,2829.3
5.0,114.0,2477.7000000000003
5.0,115.0,3097.1000000000004
5.0,116.0,3241.2000000000003
5.0,117.0,1597.1999999999998
5.0,118.0,3747.1000000000004
5.0,119.0,3888.6000000000004
5.0,120.0,4265.400000000001
5.0,121.0,4525.3
5.0,122.0,4658.500000000001
5.0,123.0,4851.6
5.0,124.0,1668.3000000000002
5.0,125.0,1200.1
5.0,126.0,1423.0
5.0,127.0,827.4
5.0,128.0,471.3
5.0,129.0,475.9
5.0,130.0,3018.1
5.0,131.0,2909.9
5.0,132.0,2413.2
5.0,133.0,2428.2999999999997
5.0,134.0,2800.1
5.0,135.0,2816.2
5.0,136.0,3150.2999999999997
5.0,137.0,1679.8
5.0,138.0,3170.8999999999996
5.0,139.0,916.2
5.0,140.0,4140.1
5.0,141.0,5087.200000000001
5.0,142.0,5446.500000000001
5.0,143.0,537.0
5.0,144.0,3503.2000000000003
5.0,145.0,3496.5000000000005
5.0,146.0,2634.7000000000003
5.0,147.0,2612.1
5.0,148.0,2594.1
5.0,149.0,1035.0
5.0,150.0,2902.6000000000004
5.0,151.0,2124.0
5.0,152.0,2125.5
